userid,orderType
100000000371,0.018140589569160998
100000001215,0.22448979591836735
100000001445,0.10657596371882086
100000001575,0.8480725623582767
100000001601,0.3832199546485261
100000001737,0.7369614512471655
100000001829,0.15419501133786848
100000002055,0.1836734693877551
100000002241,0.12244897959183673
100000003067,0.10884353741496598
100000004161,0.6893424036281179
100000004307,0.05442176870748299
100000004855,0.8095238095238095
100000005055,0.26077097505668934
100000005701,0.19954648526077098
100000006247,0.09750566893424037
100000006327,0.22448979591836735
100000006333,0.12018140589569161
100000006397,0.2834467120181406
100000007397,0.3401360544217687
100000007525,0.3741496598639456
100000007951,0.07256235827664399
100000007955,0.09977324263038549
100000008131,0.2222222222222222
100000008427,0.23129251700680273
100000008745,0.21541950113378686
100000009049,0.21315192743764172
100000009197,0.03854875283446712
100000009419,0.11791383219954649
100000009629,0.16780045351473924
100000009961,0.6961451247165533
100000010157,0.81859410430839
100000011403,0.04081632653061224
100000012993,0.10657596371882086
100000013089,0.3356009070294785
100000013205,0.19047619047619047
100000013455,0.19047619047619047
100000013591,0.1927437641723356
100000013861,0.47619047619047616
100000014191,0.36507936507936506
100000014963,0.23356009070294784
100000015053,0.11337868480725624
100000015077,0.9319727891156463
100000015351,0.2471655328798186
100000015659,0.7346938775510204
100000016411,0.034013605442176874
100000016637,0.006802721088435374
100000016665,0.2471655328798186
100000016715,0.08163265306122448
100000016843,0.05442176870748299
100000017191,0.29931972789115646
100000017255,0.2811791383219955
100000017517,0.3900226757369615
100000017533,0.031746031746031744
100000018131,0.6349206349206349
100000018141,0.3900226757369615
100000018219,0.12018140589569161
100000018439,0.2290249433106576
100000018651,0.25396825396825395
100000018843,0.2789115646258503
100000019085,0.14285714285714285
100000019503,0.2471655328798186
100000019777,0.25170068027210885
100000019831,0.14512471655328799
100000019875,0.42630385487528344
100000020599,0.2698412698412698
100000020705,0.41043083900226757
100000020839,0.11791383219954649
100000021007,0.1836734693877551
100000021741,0.2834467120181406
100000023031,0.2108843537414966
100000023341,0.11564625850340136
100000023847,0.05668934240362812
110020671228,0.6780045351473923
110100014968,0.11564625850340136
110100016420,0.1927437641723356
110100016422,0.011337868480725623
110100018261,0.6439909297052154
110100035666,0.11791383219954649
110100073025,0.6235827664399093
110100073927,0.9523809523809523
110100116029,0.18140589569160998
110100133766,0.2222222222222222
110100171523,0.25396825396825395
110100173226,0.06802721088435375
110100218469,0.1836734693877551
110100235669,0.05442176870748299
110100316927,0.034013605442176874
110100335267,0.047619047619047616
110100371520,0.2925170068027211
110100373224,0.3242630385487528
110100412425,0.31746031746031744
110100418260,0.09750566893424037
110100418567,0.5034013605442177
110100471522,0.045351473922902494
110100471527,0.19047619047619047
110100473324,0.3197278911564626
110100512827,0.18140589569160998
