userid,orderType
100000000371,0.015873015873015872
100000001215,0.11337868480725624
100000001445,0.08163265306122448
100000001575,0.9206349206349206
100000001601,0.4557823129251701
100000001737,0.7482993197278912
100000001829,0.18594104308390022
100000002055,0.18140589569160998
100000002241,0.14512471655328799
100000003067,0.05895691609977324
100000004161,0.764172335600907
100000004307,0.036281179138321996
100000004855,0.8049886621315193
100000005055,0.2743764172335601
100000005701,0.10128495842781558
100000006247,0.09523809523809523
100000006327,0.1927437641723356
100000006333,0.14965986394557823
100000006397,0.2562358276643991
100000007397,0.3401360544217687
100000007525,0.3333333333333333
100000007951,0.05215419501133787
100000007955,0.10884353741496598
100000008131,0.20861678004535147
100000008427,0.20634920634920634
100000008745,0.10657596371882086
100000009049,0.1111111111111111
100000009197,0.015873015873015872
100000009419,0.12698412698412698
100000009629,0.14058956916099774
100000009961,0.764172335600907
100000010157,0.8344671201814059
100000011403,0.034013605442176874
100000012993,0.12433862433862433
100000013089,0.38095238095238093
100000013205,0.20861678004535147
100000013455,0.20634920634920634
100000013591,0.1927437641723356
100000013861,0.4943310657596372
100000014191,0.2925170068027211
100000014963,0.2290249433106576
100000015053,0.04308390022675737
100000015077,0.9206349206349206
100000015351,0.29705215419501135
100000015659,0.8140589569160998
100000016411,0.022675736961451247
100000016637,0.018140589569160998
100000016665,0.22448979591836735
100000016715,0.07709750566893424
100000016843,0.08390022675736962
100000017191,0.21768707482993196
100000017255,0.23129251700680273
100000017517,0.30158730158730157
100000017533,0.0011337868480725624
100000018131,0.691609977324263
100000018141,0.3310657596371882
100000018219,0.09523809523809523
100000018439,0.2789115646258503
100000018651,0.20597127739984883
100000018843,0.291609977324263
100000019085,0.1564625850340136
100000019503,0.07596371882086168
100000019777,0.1383219954648526
100000019831,0.1836734693877551
100000019875,0.36281179138321995
100000020599,0.20408163265306123
100000020705,0.4013605442176871
100000020839,0.13378684807256236
100000021007,0.1292517006802721
100000021741,0.35147392290249435
100000023031,0.1927437641723356
100000023341,0.2222222222222222
100000023847,0.05668934240362812
110020671228,0.7437641723356009
110100014968,0.10884353741496598
110100016420,0.19501133786848074
110100016422,0.018140589569160998
110100018261,0.5238095238095238
110100035666,0.07936507936507936
110100073025,0.5963718820861678
110100073927,0.9909297052154195
110100116029,0.14285714285714285
